sentiment, review
12AngryMen(1957)-Synopsis, A teenaged Hispanic boy try murder father case hand jury . A guilty verdict send boy electric chair . The case look surface cut dry . But Juror number 8 Henry Fonda despite believe defendant probably guilty feel fact merit cursory review jury hand guilty verdict . His insistence brief examination case seem rub many jury wrong way continue see matter open shut . Fascinatingly examine testimony fact case experience personality limitation bias juror weave deliberation process time benefit time detriment . To benefit deliberation process 1 elderly juror Joseph Sweeney one see possible motive explain elderly witness may mislead court testimony ; 2 one fellow Jack Klugman grow rough neighborhood witness numerous knife fight one see problem assume defendant make stab wound find ; 3 juror do contract work elevate subway Edward Binns one position question one witness might might hear . To detriment deliberation process 1 one juror Ed Begley consume personal prejudice see value rid street Hispanic defendant whether guilty 2 another Juror number 3 Lee J. Cobb impervious reason physically harm teenage son consequently view every teenage boy include defendant capable patricide . The number obstacles path honest assessment fact constant threat deliberation process . If jury fail unanimously agree verdict either guilty guilty become hung jury jury reach decision must retire case without declare verdict . Watching matter resolve rivet study nature ultimate beauty trial jury process . One one juror change mind decide boy guilty . Juror number 3 man odds teenaged son last one change mind . The juror last able vote unanimously acquittal . As juror leave court building Juror number 8 Juror number 9 elderly man introduce Davis McArdle respectively . McArdle say long take leave Davis know never meet life cross single purpose .
12YearsaSlave(2013)-Synopsis, The movie open group slave receive instruction cut sugar cane . A man sit languidly atop wagon raw cane root idly look labor men . The scene shift group shack . The slave eat . Solomon Northup notice dark juice blackberry inspire create ink quill . Unfortunately scheme fails . The juice thin . Later crowd slave quarter female stirs sleep advance Northup sexually use hand release . Solomon flash back happy time wife child title card flash . We see snippet Solomons life free man . He play violin exquisitely much demand performer home Saratoga . Later night settle child bed talk wife shortly take child work cook . He playfully express jealousy deprive cooking . The following morning see carriage . Later afternoon encounter friend introduces two traveler Brown Hamilton claim work circus-like show . They promise outrageous sum accompany Washington DC promise return wife get back . He agree join . We next see trio restaurant DC . His patron plunk bag coin excess promise sum . They share wine one watch closely Solomon drain glass . Everyone great time . Suddenly Solomon awakes dank cell chain floor . In series flashback see friend carry hotel room excuse drunken stupor patron . Brown urge Hamilton time short need do . Their departure end flashback rejoin Solomon cell tell runaway Georgia slave . Despite protest free man paper . Solomon mercilessly beat eventually send slave pen others . He discuss situation Clemens apparently educate slave advises dire nature situation . Soon mother Eliza daughter bring pen join previously capture son . She try keep brave face understand forthcoming tragedy . Under cover darkness pull cell chain transport river boat . They lead hold cram human cargo . Clemens reiterate advice Solomon maintain low profile deny ability read write . The encounter another slave Robert want revolt take ship . They contemplate odds opt caution . Later night slaver visit hold awakens Eliza rape . Robert attempt stop rape stabbed kill . Clemens Solomon charge drop body river prompt Clemens remark Robert good death . Later arrive dock . Clemens master wait immediately demand return steal property . Clemens gratefully scamper embrace master abandon evidence previously display intellect . Solomon lose friend . After disembark slaver ironically name Freeman call new property foot announce name . He call Solomon Platt obviously doesnt recognize . Solomon slap deny name . The indignity Freemans slave operation display naked slave bath bucket office . Inside put sale spiel eager customer . A genteel plantation owner Ford express interest Platt Solomon Eliza . She beg take child well Freeman balk swiftly sell son another buyer . Ford attempt buy daughter clearly mixed heritage Freeman wont adjust price . Ford afford pay two . Eliza distraught wildly screams grief upsetting sale . Solomon command play fiddle lighten mood . Ford transport purchase back plantation . Eliza sob whole trip . Fords wife mention food night rest help forget . The next morning slave introduce Tibeats slave handler Fords overseer Chapin . TIbeats sings derisive song warn slave escape perform labor . They continue chop timber ultimately encounter small band native people share brief respite . Solomon notice string instrument appear remember violin . The next day Solomon Clemens advice approach Ford novel idea transport lumber via river . Tibeats extremely patronize Ford impressed Solomons opinion persuade . The scheme succeed Tibeats embarrass . Ford offer Solomon violin play reward . Back slave quarter Eliza moan sadness loss child . Solomon frustrate noise debate survive Fords decent treatment . Eliza argue back Ford must surely realize Solomon slave yet nothing free . Solomon give pause . Eliza eventually sell Fords wife cant bear noise . Over next day Tibeats attempt wreak petty vengeance Solomon lead verbal confrontation . Tibeats attempt beat Solomon fight back get well . Chapin come upon scene sends Tibeats scurry . He warn protect run implies get Ford straighten . Later find Tibeats gather thug lynch Solomon daring fight . They noose around neck prepare hang Chapin return gun drawn . He chase allow Solomon hang barely able support weight tip toe punishment strike white man . Gradually slave emerge cabin appear take notice plight . A woman furtively bring water quickly retreat . In appear hour later Ford finally return slice rope save Solomon . He drag house protection decide must sell . Tibeats deny vengeance . It learn Ford sell Solomon notorious plantation owner name Epps know merciless beating . Epps read Bible passage slant scripture reinforce ownership slave . The next day bring day pick cotton . At end day weight worker bundle mark . Solomons yield less average . Slaves pick less previous day receive lash . Meanwhile Patsey exceed best production worker nearly double . Epps lingers around Patsey offer extensive praise . It clear fascinated wife none please . Epps enters slave quarter rous sleep create impromptu dance Patsey center attention . Epps wife throw heavy crystal decanter Patseys face brutally scar . She demand Epps sell Patsey claim would send wife away lose Patsey . Mistress Epps send Solomon errand store . She hand list notice reading . She make clear . On way store Solomon inspire attempt escape stumble lynch . Seeing fate two men spirit broken continue store . Seeing paper develop idea take spare sheet time might craft letter . Some time later Epps dispatch Solomon nearby plantation own Shaw . Shaw marry one slave elevate status least plantation . Patsey visit enjoy finery apparently Epps jealous Shaw might attempt bed . After brief refreshment Solomon convinces Patsey join . As return Epps plantation clearly drunk . Solomon whisper Patsey avoid Epps Epps interpret Solomon make sexual advance . After drunken chase around yard Mistress Epps intervene express disgust husband obsession Patsey . Later night Epps stumble slave quarter rape . Mistress Epps enough husband affair chastises Patsey cruelly slash face . Later night Patsey begs Solomon strangle dispose body . She long bear burden Epps rap wifes torment . Solomon refuse despite entreaty . Some time later see Epps cotton crop devastate insect . Two crop lose decides lend slave judge derive use pay mortgage purchase . This return u open scene Solomon cut sugar cane . The judge notice Solomons skill recommend neighbor seek music party . As bonus judge say Solomon may keep whatever wage earn . The party fancy costume affair Solomon clearly see parallel old life free man force servitude . The party time return Epps farm . As Solomon walk house Patseys bloody eye indicate torment continue . The cotton crop mean back field . This time join white laborer Armsby picking earn money get back foot . Even though yield well worker spar whip slave receive . In quarter tend Solomons wound tell story . He appear decent man sympathetic ear . Solomon decide risk trust send letter North hop secure freedom . He give Armsby earnings party swears secrecy . He deliver letter two day . Solomon set create ink drafts letter . Just night Epps enter quarter walk Solomon outside . Armsby broken word tell Epps everything . Fortunately told story BEFORE Solomon give letter . Thinking quickly play Epps low opinion slave flip story Armsby branding liar seek curry favor order get job . This story persuade Epps Solomon spar . Later Solomon burn letter watch hop freedom extinguish ash . Some time later find team worker build structure hire hand Bass . Bass North hold strong abolitionist view fly face Epps strongly pro-slavery leaning . They chatter back forth front Solomon pique interest . Later Epps lather Patsey . Shes go miss Epps think runaway . He threaten woman violence loss ; however simply back Shaws plantation visit friend . She attempt convince Epps faithful go get soap luxury Epps wife deny . She loudly assert worth insists deserves clean . Epps push edge wife bicker call tie whip post . As prepares strike find unable inflict punishment . Cravenly insist Solomon . At first Solomon attempt gentle But Mistress Epps see deception nudge husband increase severity . Epps point gun Solomons head claim kill every slave see doesnt whip Patsey harder . Faced unspeakable choice whip hard pink mist blood accompany every new strike . After pause Epps rush forward seething rage finally whip Patsey . The brutal punishment rend flesh shred collapse . Solomon find alone Bass hire hand . He ask he Bass reply Canada Solomon offer convince knowledge country . Bass ask he well travel Solomon explain dire circumstance . Bass come believe Solomons story know horrible injustice . As continue work Solomon take chance asks Bass write letter friends Saratoga . Bass agree . Then work finish leaf . A long shot lingers Solomon . He idea whether Bass keep word . We dont know long Bass go tears Solomons eye indicate perhaps he begin think betray . Now see group men till soil plant seed . A carriage pull Epps plantation official look man call Platt Solomon . He answer approach man sheriff . The man ask question motion another man carriage . It Mr. Parker shop owner Saratoga friend Solomons . With little prompt sheriff convince Solomon rush embrace friend . Epps enrage shout empty threat . The sheriff rebut argument Parker help Solomon carriage take safety . Patsey call . Solomon leap carriage embrace one last time departure . As leaf Patsey collapse grief . Now Solomon carry home . Outside door appear overcome deliver nightmare . Upon enter see family . They 12 year old overwhelm seeing . His daughter marry name son Solomon Northup . Tears flow gather around welcome home . A series title card explain attempted sue kidnapper fail . Northup become abolitionist aid many runaway achieve freedom .
2001_ASpaceOdyssey(1968)-Synopsis, To Richard Strauss tone poem Thus Spake Zarathustra title sequence show sun rise behind Earth behind moon . Title : The Dawn Man In sere African landscape group ape-like hominid tapirs compete meagre green plant . A leopard attack ape . While one group ape drink waterhole another group approach ; two group scream one party driven . At night ape huddle fear among rock . In morning tall thin rectangular black monolith stand among rock . The ape excite touch object calm . Soundtrack : Gyrgy Ligetis Requiem . An ape Daniel Richter lift femur bone skeletal pile realize make fine weapon . Soundtrack : Thus Spake Zarathustra . The ape realize destroy bone club . Three turn point evolution happen simultaneously : proto-humans learn kill weapon hunt use weapon eat meat walk upright . Club-carrying ape approach group drive away waterhole . The club-carriers bludgeon group alpha male death chase rest . The victorious alpha male throw club spin air . TMA-1 Monolith Moon theres title card introduce section film The spin bone segue instantly spaceships Earth . A Pan-Am space shuttle approach large spin space station revolution mirror ape spin bone . As single passenger doze seat flight attendant Velcro shoe recovers float pen . The shuttle pilot carefully match rotation steer shuttle station central dock bay . Soundtrack : Johann Strauss Blue Danube waltz . Dr. Heywood Floyd William Sylvester meet old friend Arrivals lounge . They go voiceprint security check Floyd identify destination : moon . The men chat ; Dr. Floyd connect flight one hour . Floyd call home video payphone booth talk young daughter Vivian Kubrick whose birthday next day . Hes sorry hell miss party asks sort present want ; ask bush-baby . The cost call $ 1 . 70 . In Hilton lounge Floyd stop chat Russian scientist way back Earth . When Floyd mention go Clavius Russians say one contact Clavius 10 day rumor epidemic . Floyd say discuss matter go way . A small spaceship approach moon . A flight attendant serve food tray consist many compartment liquid nourishment label picture -- carrot pea . Floyd sip meal talk briefly one flight officer contemplates long list instruction zero-G toilet . He watch moon approach . The craft land domed land pad descends underground main complex Johann Strauss stately Viennese waltz . Floyd introduce group people conference room . He congratulate discovery . He try explain need secrecy epidemic cover story . Floyd come get fact write report Council . A shuttle skims lunar landscape . Inside Floyd two scientist enjoy sandwich review finding . A magnetic object find excavate . Theyre sure deliberately bury four million year ago . At dig site tall thin black rectangular monolith -- identical one ape encounter -- examine six people spacesuit . Soundtrack : Gyrgy Ligetis Requiem . As pose photo object emit loud high-pitched noise astronaut grab head pain . Title : Jupiter Mission 18 Months Later A long narrow spacecraft move space parabolic antenna point backwards . In crew compartment Dr. Frank Poole Gary Lockwood jog around artificial gravity wheel . Along narrow corridor form edge wheel run past work station communication equipment five large coffin-like life support chamber glass cover . Two unoccupied three hold white sarcophagus-shaped pod contain hibernate member crew . Frank join Commander Dave Bowman Keir Dullea . The two men meal watch BBC news video earlier day . The news report ship Discovery 80 million mile Earth . The report mention three astronaut hibernation save air food ; need destination survey . The sixth member crew HAL9000 computer talk mimic human brain . The newscaster interview Dave Frank together speak Hal Douglas Rain state foolproof incapable error . Frank catch UV ray tan bed watch video birthday greet parent . Hal also wish Frank happy birthday . Frank Hal play chess -- Hal win . Dave sketch show artwork Hal . The computer express concern mission secrecy . Hal announces problem AE-35 unit fail 100 % certainty within 72 hour . Dave Frank discus problem Mission Control ; need go EVA outside ship -- extra-vehicular activity replace unit . Dave go spherical EVA pod parabolic dish antenna center long ship . He leave pod swap black box service panel . Later two astronaut scan remove AE-35 unit cant find defect . Hal suggest put back service let fail . Mission Control believe Hal make error HAL9000 unit twin one aboard Discovery find flaw AE-35 . Hal say similar problem past always prove fault It attributable human error deny chance computer error . Dave Frank go pod private chat ruse look communication problem . Dave turn pod communication switch two men share worry Hal . If AE-35 unit doesnt fail predict astronaut decide disable Hals high function without disturb automatic ship control function Dave say tricky . Dave also wonder Hal react 9000 unit ever disconnect . Hal see men pod window read lip . This time Frank go EVA pod . As Frank approach dish assembly pod sneak behind . Suddenly Frank spin space fumble air hose disconnect pod drift direction . As Frank tumble away voluntary movement slow stop . Dave go pod bay Hal say doesnt know happen . Dave use pod recover Franks body . While he away computer malfunction alert go life sign three hibernate astronaut flat-line . A display read Life function terminate . Hal refuse open pod bay door Dave explain know Dave planning disconnect able read Frank Daves lip discuss . He say mission important allow human jeopardize . Dave say hell return ship airlock ; Hal reply Dave find difficult without helmet -- indeed Dave forget hurry go Frank . Hal end conversation . Dave release Franks body maneuver pod emergency airlock hatch . He use pod arm open door line pod hatch opening . Dave hold breath jump ship he toss around escape air he able close hatch . Now helmet Dave go computer room climb access compartment . Hal pleads Dave pull crystal memory center . Hals voice get low slow sings Daisy Bell Daisy Daisy give answer Im half crazy love fade completely shut . Hals performance nod speech synthesis project Bell Laboratories IBM 704 program sing song . Suddenly video screen come play record Dr. Floyd explain secret purpose mission : This prerecord briefing make prior departure security reason high importance know board mission HAL9000 computer . Now Jupiters space entire crew revive told . Eighteen month ago first evidence intelligent life Earth discover . It bury 40 foot lunar surface near crater Tycho . Except single powerful radio emission aim Jupiter four-million-year-old black monolith remain completely inert . Its origin purpose still total mystery . Title : Jupiter Beyond Infinite Close Jupiter another black monolith float among many moon . We hear Gyrgy Ligetis Requiem . Bowman leave Discovery another EVA pod . As monolith moon align psychedelic light show begin pod enters wormhole music Ligetis Atmosphres . Dave see series oddly-colored landscape fly . The pod end somewhere time space bedroom luminous white floor furniture style Louis XVI . Dave get tremble grey-haired man . Next door similarly style bathroom Dave look mirror . Back bedroom someone sit table eating . Its Dave much old dress dark velour robe . Old Dave drink wine ; glass fall floor break . Another man lie sleep bed . It still older Dave stir raise arm . The black monolith appear center room . Dave transform fetus sac . Floating space large open-eyed fetus -- Star Child -- gaze nearby Earth . Soundtrack : Thus Spake Zarathustra .
3Idiots(2009)-Synopsis, Farhan Qureshi R. Madhavan Raju Rastogi Sharman Joshi Rancchoddas Rancho Shyamaldas Chanchad Aamir Khan three engineering student share room hostel Imperial College Engineering one best college India . While Farhan Raju average student modest background Rancho rich family . Farhan want become wildlife photographer join engineering college fulfil father wish . Raju hand want uplift family fortune . Rancho wealthy genius study sheer joy . However Ranchos passion knowledge take apart build machine rather conventional obsession student exam rank . With different approach Rancho incur wrath dean college Professor Viru Sahastrabudhhe ViruS Boman Irani . Rancho irritate lecturer give creative unorthodox answer confronts ViruS fellow student Joy Lobo hang dormitory room . Joy request extension major project compassionate groundshis father suffer strokebut ViruS refuse say completely unmoved son accidental death hit train . Rancho denounces rat race dog-eat-dog mindless rote learn mentality institution blame Lobos death . Threatened Ranchos talent free spirit ViruS label idiot attempt number occasion destroy friendship Farhan Raju warn parent steer clear Rancho . In contrast ViruS model student Chatur Ramalingam Silencer Omi Vaidya see high rank prestigious college ticket higher social status corporate power therefore wealth . Chatur conforms expectation system . Rancho humiliate Chatur award honour make speech award ceremony substitute obscenity text write librarian . As expect Chatur mindlessly memorise speech without notice anything amiss partly aid lack knowledge Hindi . His speech become laugh stock audience infuriate authority process . Meanwhile Rancho also fall love ViruS medical student daughter Pia Kareena Kapoor Raju Farhan crash sister wed banquet order get free meal process infuriate ViruS . Meanwhile three student continue anger ViruS although Rancho continue come first every exam Chatur always second Farhan Raju inevitably last two position . The tension come head three friend already drink break ViruSs house night allow Rancho propose Pia urinate door inside compound run away ViruS sense intruder . The next day ViruS threaten expel Raju l talk two . Unable choose betray friend let family Raju jump 3rd floor window land courtyard extensive care Pia roommates awakes coma . The experience change Farhan Raju adopt Ranchos outlook . Farhan decide pursue love photography Raju take unexpected approach interview corporate job . He attend plaster wheelchair give series non-conformal frank answer . However ViruS unsympathetic vow make final exam hard possible Raju unable graduate . Pia hear angrily confronts ViruS give ruthless reply give student denounces way Rancho suicide Lobo . Pia reveals Virus son brother kill accident commit suicide front train leave letter ViruS force pursue career engineering love literature ; ViruS always mention unsympathetically failed son ICE entrance exam every new intake ICE student . After Pia walk family home take ViruSs spare key . She tell Rancho exam Farhan break ViruSs office steal exam give Raju new-found attitude unconcerned prospect fail refuse cheat throw paper away . However ViruS catch trio expels spot . However earn reprieve Virus pregnant elder daughter Mona Mona Singh go labour time . A heavy storm cut power traffic Pia still self-imposed exile instructs Rancho deliver baby college common room via VOIP Rancho restore power use car battery power inverter Rancho dream ViruS mock . Rancho delivers baby help cobbled-together Vacuum extractor . After baby apparently stillborn Rancho resuscitates . ViruS reconcile Rancho friends allows take final exam graduate . Rancho come first award ViruSs pen professor keep decade find brilliant enough student gift . Their story frame intermittent flashback present day ten year Chatur vow revenge Rancho embarrass speech night promise become successful Rancho decade later . Having lose contact Rancho disappear graduation party go seclusion Raju Farhan begin journey find . They join Chatur wealthy successful businessman join brazenly confident surpass Rancho . Chatur also look seal deal famous scientist prospective business associate name Phunsukh Wangdu . Chatur see Wangdu hundred patent ticket social prestige . When find Ranchos house walk father funeral find completely different Rancho Jaaved Jaffrey . After accuse new man steal friend identity profit intellect host pull gun Farhan Raju turn table seize father ash threaten flush toilet . The householder capitulate say friend destitute servant boy love learning real Rancho lazy wealthy child dislike study family agree let servant boy study Ranchos place instead labour . In return real Rancho would pocket qualification benefit thereof impersonator would sever contact world start new life . The real Rancho reveals impersonator schoolteacher Ladakh . Raju Farhan find Pia take wedding day Suhas performing trick material possession Raju turn ceremony disguise groom elope Pia public . When arrive Ladakh see group enthusiastic Ladakhi child motivate love knowledge . Pia fake Rancho rekindle love Chatur mock abuse Rancho schoolteacher walk away . When friend ask real name reveals Phunsukh Wangdu phone Chatur turn back turn around meet prospective business partner . Chatur horrify fall knee accept defeat continue plead case Phunsukh establish business relationship .
ABeautifulMind(2001)-Synopsis, John Nash arrive Princeton University new graduate student . He recipient prestigious Carnegie Prize mathematics . Though promise single room roommate Charles literature student greet move soon becomes best friend . Nash also meet group promise math science graduate student Martin Hansen Sol Ainsley Bender strike awkward friendship . Nash admit Charles good number people come surprise watch largely unsuccessful attempt conversation woman local bar . Nash seek truly original idea thesis paper increase pressure develop thesis begin work . A particularly harsh rejection woman bar ultimately inspire fruitful work concept govern dynamic theory mathematical economics . After conclusion Nashs study student Princeton accept prestigious appointment Massachusetts Institute Technology MIT along friend Sol Bender . Russell Crowe John Nash . Russell Crowe John Nash . Five year later teach class Calculus MIT place particularly interest problem chalkboard dare student solve . When student Alicia Larde come office discus problem two fall love eventually marry . On return visit Princeton Nash run former roommate Charles meet Charles young niece Marcee adores . He also encounter mysterious Department Defense agent William Parcher . Nash invite secret United States Department Defense facility Pentagon crack complex encryption enemy telecommunication . Nash able decipher code mentally astonishment codebreakers . Parcher observe Nashs performance partially conceal behind screen . Parcher give Nash new assignment look pattern magazine newspaper ostensibly thwart Soviet plot . He must write report finding place specify mailbox . After chase Russians exchange gunfire Nash become increasingly paranoid begin behave erratically . After observe erratic behavior Alicia inform psychiatric hospital . Later deliver guest lecture Harvard University Nash realize watch hostile group people . Although attempt flee forcibly sedate sent psychiatric facility . Nashs internment seemingly confirm belief Soviets try extract information . He view official psychiatric facility Soviet kidnapper . Alicia desperate help husband visit mailbox retrieve never-opened top secret document Nash deliver . When confront evidence Nash finally convince hallucinating . The Department Defense agent William Parcher Nashs secret assignment decode Soviet message fact delusion . Even surprisingly Nashs friend Charles niece Marcee also product Nashs mind . After painful series insulin shock therapy session Nash release condition agrees take antipsychotic medication . However drug create negative side-effects affect relationship wife dramatically intellectual capacity . Frustrated Nash secretly stop take medication hoard pill trigger relapse psychosis . While bath infant son Nash becomes distract wanders . Alicia hang laundry backyard observe back gate open . She discover Nash turn abandon shed nearby grove tree office work Parcher . Upon realize happen Alicia run house confront Nash barely save child drown bathtub . When confronts Nash claim friend Charles watch son . Alicia run phone call psychiatric hospital emergency assistance . Parcher urge Nash kill wife Nash angrily refuse thing . After argue Parcher Nash accidentally knock Alicia ground . Afterwards Alicia flees house fear child Nash step front car prevent leaving . After moment Nash realize Marcee figment hallucination remain age since day meet . He tell Alicia She never get old . Only accept three people fact part hallucination . It important note real life Nash suffer auditory hallucination possible delusion instead visual hallucination . Caught intellectual paralysis antipsychotic drug delusion Nash Alicia decide try live abnormal condition . Nash consciously say goodbye three forever attempt ignore hallucination fee demon . However thanks Charles best friend year say tearful goodbye Marcee stroke hair call baby girl tell wouldnt speak anymore . Nash grows older approach old friend intellectual rival Martin Hansen head Princeton mathematics department grant permission work library audit class though university provide office . Though Nash still suffer hallucination mention take new medication ultimately able live largely ignore psychotic episode . He take situation stride humorously check ensure new acquaintance fact real people hallucination . Nash eventually earn privilege teaching . He honor fellow professor achievement mathematics go win Nobel Memorial Prize Economics revolutionary work game theory . Nash Alicia leave auditorium Stockholm John see Charles Marcee Parcher stand smiling . Alicia ask John Whats wrong ? John reply Nothing . With leave auditorium . Source : WikiPedia . Bangs_McCoy
